gender,age,marital_status,highest_qualification,nationality,ethnicity,region,avg_salary,smoke
Male,77,Single,GCSE/CSE,English,White,South East,7800.0,No
Female,77,Married,GCSE/O Level,British,White,South East,3900.0,No
Male,75,Married,ONC/BTEC,English,White,South East,18200.0,No
Male,39,Married,ONC/BTEC,British,White,South East,18200.0,Yes
Female,21,Single,GCSE/O Level,British,White,South East,3900.0,No
Female,59,Divorced,Degree,British,White,South East,7800.0,No
Male,27,Single,GCSE/CSE,British,White,South East,24700.0,No
Female,67,Married,No Qualification,English,White,South East,3900.0,No
Female,50,Single,Higher/Sub Degree,English,White,South East,24700.0,No
Female,64,Divorced,GCSE/O Level,English,White,South East,7800.0,No
Female,79,Widowed,No Qualification,English,Chinese,South East,7800.0,No
Male,31,Single,GCSE/O Level,English,White,South East,13000.0,Yes
Female,19,Single,A Levels,British,Chinese,South East,13000.0,No
Male,42,Married,Degree,British,White,South East,32500.0,No
Male,36,Married,GCSE/CSE,English,White,South East,7800.0,No
Male,36,Married,GCSE/CSE,English,White,South East,24700.0,No
Female,64,Widowed,GCSE/O Level,British,White,South East,3900.0,No
Female,53,Single,No Qualification,English,White,South East,7800.0,No
Female,39,Married,GCSE/CSE,Irish,White,South East,18200.0,Yes
Female,39,Married,Degree,English,White,South East,32500.0,No
Female,28,Married,Degree,British,White,South East,7800.0,Yes
Male,81,Married,No Qualification,English,White,South East,7800.0,No
Female,79,Married,No Qualification,English,White,South East,1300.0,No
Female,72,Married,No Qualification,English,White,South East,7800.0,No
Female,18,Single,GCSE/O Level,English,White,South East,3900.0,Yes
Female,76,Married,No Qualification,British,White,South East,3900.0,No
Female,68,Widowed,No Qualification,British,White,South East,7800.0,Yes
Female,28,Single,GCSE/CSE,English,White,South East,13000.0,Yes
Female,42,Divorced,GCSE/O Level,English,White,South East,3900.0,No
Female,26,Single,GCSE/O Level,British,White,South East,7800.0,Yes
Female,19,Single,No Qualification,Welsh,White,South East,3900.0,Yes
Female,41,Divorced,Other/Sub Degree,Welsh,White,South East,7800.0,Yes
Female,82,Widowed,No Qualification,English,White,South East,7800.0,No
Male,36,Married,Degree,British,Asian,South East,18200.0,No
Male,47,Single,No Qualification,English,White,South East,7800.0,Yes
Male,77,Widowed,Other/Sub Degree,Scottish,White,South East,7800.0,No
Female,66,Divorced,No Qualification,English,White,South East,1300.0,No
Male,50,Divorced,Other/Sub Degree,English,White,South East,7800.0,Yes
Female,55,Divorced,No Qualification,English,White,South East,7800.0,No
Female,36,Married,A Levels,English,White,South West,1300.0,Yes
Male,79,Married,No Qualification,Irish,White,South West,0.0,No
Female,67,Married,No Qualification,English,White,South West,3900.0,No
Female,42,Single,A Levels,British,White,South West,0.0,No
Female,76,Married,No Qualification,British,White,South West,1300.0,No
Female,44,Married,Other/Sub Degree,British,White,South West,18200.0,No
Female,75,Married,No Qualification,English,White,South West,3900.0,No
Female,24,Married,Other/Sub Degree,British,White,South West,13000.0,No
Male,78,Married,Other/Sub Degree,English,White,South West,7800.0,No
Female,38,Married,ONC/BTEC,British,White,South West,7800.0,No
Male,22,Single,Other/Sub Degree,English,White,South West,7800.0,No
Female,62,Married,Other/Sub Degree,English,White,South West,3900.0,No
Female,40,Divorced,No Qualification,British,White,South West,7800.0,Yes
Male,35,Married,Degree,British,White,South West,24700.0,No
Female,45,Married,ONC/BTEC,British,White,South West,7800.0,No
Female,66,Married,No Qualification,British,White,South West,3900.0,No
Female,53,Divorced,Higher/Sub Degree,English,White,South West,7800.0,No
Female,43,Divorced,GCSE/O Level,English,White,South West,13000.0,Yes
Female,72,Widowed,No Qualification,British,White,South West,3900.0,Yes
Female,72,Widowed,No Qualification,English,White,South West,7800.0,No
Female,67,Married,Higher/Sub Degree,English,White,South West,13000.0,No
Female,37,Divorced,GCSE/O Level,British,White,South West,7800.0,No
Male,38,Married,ONC/BTEC,English,White,South West,13000.0,No
Female,39,Married,GCSE/O Level,English,White,South West,13000.0,Yes
Male,64,Divorced,No Qualification,English,White,South West,7800.0,No
Male,72,Married,No Qualification,English,White,South West,3900.0,No
Male,54,Married,GCSE/O Level,English,White,South West,13000.0,Yes
Female,59,Widowed,No Qualification,English,White,South West,7800.0,No
Female,50,Married,ONC/BTEC,English,White,South West,13000.0,No
Male,33,Married,GCSE/O Level,English,White,South West,18200.0,No
Female,45,Married,Higher/Sub Degree,English,White,South West,24700.0,No
Female,73,Widowed,No Qualification,English,White,South West,7800.0,No
Male,68,Married,Degree,British,White,South West,18200.0,No
Female,33,Married,GCSE/O Level,British,White,South West,13000.0,No
Female,21,Single,ONC/BTEC,British,White,South West,3900.0,No
Female,32,Married,Degree,English,White,South West,24700.0,No
Male,37,Married,Other/Sub Degree,British,White,South West,18200.0,No
Female,48,Single,Degree,English,White,South West,0.0,Yes
Male,25,Single,No Qualification,British,White,South West,18200.0,Yes
Male,61,Married,No Qualification,English,White,South West,7800.0,Yes
Female,86,Widowed,No Qualification,English,White,South West,3900.0,No
Female,45,Married,No Qualification,English,White,South West,7800.0,No
Female,60,Divorced,GCSE/O Level,English,White,South West,13000.0,No
Female,40,Single,Degree,British,White,South West,18200.0,No
Male,55,Married,No Qualification,British,White,South West,0.0,No
Male,53,Separated,GCSE/O Level,Welsh,White,South West,13000.0,No
Male,41,Married,GCSE/O Level,English,White,South West,3900.0,No
Female,17,Single,GCSE/O Level,English,White,South West,1300.0,Yes
Female,42,Divorced,Higher/Sub Degree,English,White,South West,18200.0,No
Male,44,Married,GCSE/O Level,English,White,South West,24700.0,No
Female,43,Married,A Levels,English,White,South West,13000.0,No
Female,39,Married,Other/Sub Degree,Other,White,South West,3900.0,Yes
Male,67,Married,No Qualification,English,White,South West,13000.0,No
Female,73,Married,No Qualification,British,White,South West,1300.0,No
Female,16,Single,GCSE/O Level,English,White,South West,3900.0,No
Female,73,Widowed,No Qualification,British,White,South West,13000.0,No
Male,52,Married,Degree,Scottish,White,South West,18200.0,No
Male,72,Single,No Qualification,English,White,South West,7800.0,No
Male,79,Married,No Qualification,British,White,South West,13000.0,No
Female,90,Widowed,No Qualification,English,White,South West,3900.0,No
Male,27,Single,Higher/Sub Degree,English,White,South West,24700.0,Yes
Male,32,Divorced,Degree,English,White,South West,18200.0,No
Female,38,Divorced,GCSE/O Level,English,White,South West,7800.0,No
Female,21,Single,Degree,British,White,South West,1300.0,No
Male,40,Married,A Levels,British,White,South West,18200.0,No
Male,28,Married,Degree,British,White,South West,18200.0,No
Male,47,Married,A Levels,English,White,South West,18200.0,Yes
Female,45,Married,Degree,British,White,South West,7800.0,No
Female,95,Widowed,No Qualification,British,White,South West,7800.0,No
Male,18,Single,A Levels,English,White,South West,3900.0,No
Female,89,Widowed,GCSE/O Level,English,White,South West,0.0,No
Female,82,Widowed,No Qualification,English,White,South West,7800.0,No
Male,65,Married,A Levels,English,White,South West,32500.0,No
Female,87,Widowed,GCSE/O Level,English,White,South West,7800.0,No
Male,30,Single,Higher/Sub Degree,English,White,South West,24700.0,Yes
Female,77,Widowed,Degree,English,White,South West,32500.0,No
Female,55,Divorced,Degree,British,White,South West,18200.0,No
Female,33,Married,Degree,British,Asian,South West,7800.0,No
Female,56,Married,No Qualification,British,Black,South West,7800.0,No
Female,68,Divorced,No Qualification,English,White,South West,3900.0,Yes
Female,73,Married,No Qualification,British,White,South West,3900.0,No
Female,66,Single,GCSE/O Level,English,White,South West,13000.0,No
Female,73,Married,Other/Sub Degree,English,White,South West,7800.0,No
Male,42,Married,Higher/Sub Degree,English,White,South West,24700.0,Yes
Male,41,Single,No Qualification,Welsh,White,South West,0.0,No
Female,35,Married,GCSE/CSE,British,White,South West,13000.0,No
Female,53,Married,No Qualification,English,White,South West,3900.0,No
Female,74,Divorced,No Qualification,English,White,South West,7800.0,No
Male,46,Married,No Qualification,English,White,South West,13000.0,Yes
Female,22,Single,GCSE/CSE,English,White,South West,3900.0,No
Male,27,Married,A Levels,English,White,South West,18200.0,No
Female,71,Married,GCSE/O Level,British,White,South West,7800.0,No
Male,78,Widowed,Other/Sub Degree,English,White,South West,7800.0,No
Female,38,Married,GCSE/O Level,English,White,South West,7800.0,No
Female,31,Married,A Levels,British,White,South West,13000.0,No
Female,54,Married,Degree,English,White,South West,3900.0,No
Female,31,Single,GCSE/CSE,English,White,South West,13000.0,No
Male,53,Married,ONC/BTEC,English,Mixed,South West,18200.0,No
Female,36,Single,GCSE/O Level,English,White,South West,3900.0,Yes
Male,41,Married,Other/Sub Degree,English,White,South West,18200.0,No
Male,78,Widowed,No Qualification,British,White,South West,7800.0,Yes
Female,54,Divorced,GCSE/O Level,British,White,South West,3900.0,Yes
Female,72,Divorced,No Qualification,British,White,South West,3900.0,No
Male,28,Married,Other/Sub Degree,English,White,South West,24700.0,Yes
Female,41,Separated,GCSE/O Level,British,White,South West,7800.0,Yes
Female,78,Married,No Qualification,English,White,South West,1300.0,No
Male,71,Widowed,No Qualification,Welsh,White,South West,7800.0,No
Female,57,Married,Other/Sub Degree,English,White,South West,7800.0,No
Male,31,Married,GCSE/O Level,British,White,South West,18200.0,Yes
Female,64,Widowed,No Qualification,Irish,White,South West,7800.0,No
Male,65,Married,No Qualification,English,White,South West,7800.0,No
Male,61,Married,No Qualification,English,White,South West,7800.0,No
Male,33,Married,GCSE/CSE,English,White,South West,24700.0,No
Female,60,Married,ONC/BTEC,English,White,South West,0.0,Yes
Male,40,Married,Higher/Sub Degree,British,White,South West,18200.0,No
Female,68,Married,Other/Sub Degree,English,White,South West,7800.0,No
Female,36,Married,No Qualification,English,White,South West,18200.0,No
Female,35,Married,GCSE/O Level,English,White,South West,1300.0,No
Male,22,Single,GCSE/CSE,English,White,South West,24700.0,Yes
Female,43,Married,GCSE/CSE,English,White,South West,3900.0,No
Male,84,Widowed,No Qualification,English,White,South West,7800.0,No
Female,24,Single,No Qualification,British,White,South West,7800.0,No
Male,68,Married,No Qualification,English,White,South West,7800.0,Yes
Male,35,Single,Other/Sub Degree,British,White,South West,1300.0,Yes
Female,51,Divorced,Other/Sub Degree,English,White,South West,0.0,Yes
Male,45,Married,ONC/BTEC,British,White,South West,32500.0,No
Female,45,Single,No Qualification,English,White,South West,0.0,Yes
Male,71,Married,No Qualification,English,White,South West,13000.0,No
Female,47,Married,No Qualification,British,White,South West,7800.0,Yes
Female,39,Married,Higher/Sub Degree,British,White,South West,13000.0,No
Male,62,Married,Higher/Sub Degree,English,White,South West,3900.0,No
Female,37,Single,Degree,British,White,South West,18200.0,No
Female,71,Married,No Qualification,English,White,South West,0.0,No
Male,49,Divorced,Degree,English,White,South West,32500.0,No
Female,22,Single,GCSE/CSE,British,White,South West,3900.0,Yes
Male,61,Married,No Qualification,English,White,South West,1300.0,No
Male,34,Single,GCSE/O Level,British,White,South West,24700.0,Yes
Female,40,Separated,Degree,British,White,South West,18200.0,No
Female,27,Separated,No Qualification,English,White,South West,3900.0,Yes
Male,28,Single,ONC/BTEC,English,White,South West,13000.0,Yes
Female,28,Single,A Levels,British,White,South West,13000.0,No
Male,36,Married,GCSE/CSE,English,White,South West,24700.0,Yes
Female,34,Single,GCSE/O Level,English,White,South West,7800.0,Yes
Male,19,Single,A Levels,English,White,South West,13000.0,No
Female,31,Divorced,GCSE/O Level,English,White,South West,18200.0,Yes
Male,49,Divorced,No Qualification,English,White,South West,0.0,Yes
Male,42,Divorced,A Levels,Irish,White,South West,3900.0,Yes
Female,38,Married,No Qualification,English,White,South West,1300.0,No
Male,16,Single,No Qualification,English,White,South West,1300.0,Yes
Male,73,Married,No Qualification,British,White,South West,7800.0,No
Male,36,Married,GCSE/O Level,English,Asian,South West,18200.0,No
Female,81,Married,No Qualification,Welsh,White,South West,1300.0,No
Female,97,Widowed,No Qualification,English,White,South West,13000.0,No
Male,38,Married,No Qualification,English,White,South West,13000.0,No
Female,46,Married,Other/Sub Degree,British,White,South West,7800.0,Yes
Male,79,Married,No Qualification,English,White,South West,7800.0,No
Female,76,Widowed,No Qualification,English,White,South West,3900.0,Yes
Female,54,Widowed,No Qualification,Irish,White,Wales,3900.0,No
Male,59,Married,Degree,English,White,Wales,18200.0,No
Male,52,Separated,Degree,British,White,Wales,18200.0,No
Male,58,Divorced,No Qualification,Welsh,White,Wales,7800.0,Yes
Male,69,Divorced,Degree,Welsh,White,Wales,18200.0,No
Male,67,Widowed,Degree,Welsh,White,Wales,7800.0,No
Female,76,Married,Other/Sub Degree,Welsh,White,Wales,0.0,No
Male,33,Married,No Qualification,British,Asian,Wales,7800.0,No
Male,61,Separated,No Qualification,Welsh,White,Wales,0.0,Yes
Female,82,Widowed,No Qualification,Welsh,White,Wales,0.0,No
Male,62,Married,No Qualification,Welsh,White,Wales,7800.0,No
Male,66,Divorced,No Qualification,Welsh,White,Wales,0.0,No
Female,69,Widowed,No Qualification,Welsh,White,Wales,1300.0,No
Female,25,Married,No Qualification,Other,Asian,Wales,0.0,No
Male,29,Single,Degree,Welsh,White,Wales,24700.0,No
Male,28,Married,Degree,British,White,Wales,13000.0,No
Female,52,Single,Degree,Other,White,Wales,32500.0,No
Female,81,Widowed,No Qualification,Welsh,White,Wales,0.0,No
Female,44,Married,GCSE/O Level,Welsh,White,Wales,13000.0,Yes
Female,62,Married,GCSE/O Level,Welsh,White,Wales,0.0,No
Male,45,Married,No Qualification,Welsh,White,Wales,3900.0,No
Female,71,Widowed,No Qualification,Welsh,White,Wales,7800.0,No
Female,72,Married,No Qualification,Welsh,White,Wales,3900.0,No
Female,69,Widowed,No Qualification,English,White,Wales,0.0,Yes
Female,72,Widowed,No Qualification,Welsh,White,Wales,3900.0,Yes
Male,61,Married,No Qualification,Welsh,White,Wales,7800.0,No
Female,29,Married,A Levels,British,White,Wales,3900.0,Yes
Female,37,Single,Higher/Sub Degree,British,White,Wales,7800.0,Yes
Male,29,Single,GCSE/O Level,Welsh,White,Wales,18200.0,Yes
Male,57,Married,No Qualification,English,White,Wales,13000.0,No
Male,60,Married,GCSE/O Level,Welsh,White,Wales,7800.0,No
Male,38,Married,Higher/Sub Degree,Welsh,White,Wales,32500.0,No
Male,74,Married,No Qualification,Welsh,White,Wales,7800.0,No
Male,38,Married,Higher/Sub Degree,Welsh,White,Wales,13000.0,No
Female,51,Divorced,GCSE/O Level,Welsh,White,Wales,0.0,No
Male,68,Married,No Qualification,Welsh,White,Wales,3900.0,Yes
Male,67,Married,Higher/Sub Degree,Welsh,White,Wales,13000.0,No
Male,32,Single,GCSE/O Level,Welsh,White,Wales,13000.0,No
Female,25,Married,ONC/BTEC,British,Asian,Wales,7800.0,No
Male,53,Married,No Qualification,Welsh,White,Wales,18200.0,No
Female,52,Divorced,No Qualification,Welsh,Unknown,Wales,7800.0,Yes
Female,21,Single,No Qualification,Welsh,White,Wales,3900.0,No
Female,71,Divorced,No Qualification,Welsh,White,Wales,7800.0,No
Female,30,Married,GCSE/O Level,British,White,Wales,1300.0,No
Male,23,Single,GCSE/O Level,Welsh,White,Wales,18200.0,No
Female,28,Single,Higher/Sub Degree,Welsh,White,Wales,13000.0,Yes
Female,37,Married,GCSE/O Level,Welsh,White,Wales,7800.0,No
Female,84,Widowed,No Qualification,Welsh,White,Wales,3900.0,No
Female,61,Married,No Qualification,English,White,Wales,3900.0,No
Female,18,Single,GCSE/O Level,Welsh,White,Wales,3900.0,No
Female,55,Married,GCSE/O Level,English,White,Wales,7800.0,No
Male,52,Single,Higher/Sub Degree,British,White,Wales,24700.0,No
Female,46,Married,No Qualification,Welsh,White,Wales,3900.0,Yes
Female,46,Married,Other/Sub Degree,British,White,Wales,13000.0,No
Male,23,Single,No Qualification,Welsh,White,Wales,3900.0,No
Male,58,Married,Degree,British,White,Wales,24700.0,No
Male,16,Single,GCSE/O Level,Welsh,White,Wales,1300.0,No
Male,71,Married,No Qualification,Welsh,White,Wales,18200.0,No
Female,47,Married,No Qualification,British,White,Wales,3900.0,Yes
Male,34,Married,Degree,Welsh,White,Wales,24700.0,No
Female,55,Single,No Qualification,British,White,Wales,18200.0,No
Female,78,Widowed,Other/Sub Degree,British,White,Wales,24700.0,No
Male,35,Single,No Qualification,Welsh,White,Wales,3900.0,Yes
Male,68,Married,No Qualification,English,White,Wales,24700.0,No
Male,76,Single,No Qualification,British,White,Wales,7800.0,No
Male,28,Single,GCSE/CSE,Welsh,White,Wales,13000.0,No
Female,36,Divorced,GCSE/CSE,British,White,Wales,7800.0,Yes
Female,57,Divorced,ONC/BTEC,English,White,Wales,7800.0,No
Female,29,Single,Higher/Sub Degree,Welsh,White,Wales,13000.0,Yes
Female,27,Single,GCSE/O Level,Welsh,White,Wales,7800.0,Yes
Female,64,Widowed,No Qualification,English,White,Wales,3900.0,No
Female,89,Single,No Qualification,Welsh,White,Wales,0.0,No
Female,26,Single,GCSE/CSE,Welsh,White,Wales,3900.0,Yes
Male,27,Single,Higher/Sub Degree,Welsh,White,Wales,24700.0,No
Male,66,Single,Higher/Sub Degree,English,White,Wales,13000.0,No
Female,84,Widowed,No Qualification,British,White,Wales,7800.0,No
Male,41,Single,Higher/Sub Degree,British,White,Wales,24700.0,Yes
Male,27,Single,Degree,British,White,Wales,18200.0,No
Female,40,Divorced,GCSE/O Level,English,White,Wales,13000.0,No
Female,79,Widowed,No Qualification,British,White,Wales,13000.0,No
Male,49,Married,No Qualification,English,White,Wales,24700.0,Yes
Female,79,Widowed,No Qualification,British,White,Wales,0.0,No
Female,54,Married,No Qualification,Welsh,White,Wales,1300.0,No
Male,25,Single,GCSE/O Level,Scottish,White,Scotland,7800.0,Yes
Female,45,Single,Degree,Scottish,White,Scotland,32500.0,Yes
Female,24,Single,Degree,Scottish,White,Scotland,7800.0,Yes
Female,54,Divorced,No Qualification,Scottish,White,Scotland,13000.0,Yes
Female,78,Widowed,No Qualification,Scottish,White,Scotland,18200.0,No
Male,50,Married,No Qualification,Scottish,White,Scotland,13000.0,Yes
Female,42,Married,Degree,Scottish,White,Scotland,24700.0,No
Female,32,Single,A Levels,Scottish,White,Scotland,13000.0,Yes
Male,75,Single,No Qualification,Scottish,White,Scotland,7800.0,No
Female,25,Single,GCSE/O Level,Scottish,White,Scotland,1300.0,Yes
Male,50,Separated,Higher/Sub Degree,Scottish,White,Scotland,24700.0,No
Male,24,Single,Higher/Sub Degree,Scottish,White,Scotland,32500.0,Yes
Male,35,Single,Higher/Sub Degree,British,White,Scotland,32500.0,No
Female,52,Married,No Qualification,Scottish,White,Scotland,13000.0,No
Female,42,Married,Degree,British,White,Scotland,13000.0,No
Male,44,Separated,GCSE/O Level,Scottish,White,Scotland,18200.0,No
Male,67,Widowed,No Qualification,Scottish,White,Scotland,7800.0,Yes
Female,69,Widowed,No Qualification,Scottish,White,Scotland,3900.0,No
Female,91,Single,No Qualification,Scottish,White,Scotland,3900.0,No
Male,61,Divorced,No Qualification,Scottish,White,Scotland,3900.0,No
Female,50,Single,Degree,British,White,Scotland,24700.0,No
Male,37,Single,Higher/Sub Degree,Scottish,White,Scotland,24700.0,No
Female,35,Single,Higher/Sub Degree,Scottish,White,Scotland,18200.0,Yes
Male,24,Single,Higher/Sub Degree,British,White,Scotland,13000.0,Yes
Female,39,Single,No Qualification,Scottish,White,Scotland,7800.0,No
Female,79,Divorced,No Qualification,Scottish,White,Scotland,3900.0,No
Male,40,Married,Degree,Scottish,White,Scotland,18200.0,No
Male,60,Married,Degree,British,White,Scotland,18200.0,No
Male,42,Married,No Qualification,Scottish,White,Scotland,24700.0,No
Male,64,Widowed,Other/Sub Degree,Scottish,White,Scotland,7800.0,No
Female,55,Married,GCSE/O Level,Scottish,White,Scotland,18200.0,Yes
Male,54,Married,Other/Sub Degree,Scottish,White,Scotland,13000.0,No
Female,61,Married,Higher/Sub Degree,British,White,Scotland,13000.0,No
Female,62,Divorced,Higher/Sub Degree,Scottish,White,Scotland,7800.0,No
Female,59,Divorced,Degree,Scottish,White,Scotland,0.0,No
Female,79,Widowed,GCSE/CSE,Scottish,White,Scotland,0.0,No
Female,37,Married,Degree,British,White,Scotland,13000.0,No
Female,55,Married,Other/Sub Degree,Scottish,White,Scotland,3900.0,Yes
Female,88,Widowed,Higher/Sub Degree,Scottish,White,Scotland,32500.0,No
Female,39,Divorced,Degree,British,White,Scotland,18200.0,No
Male,34,Single,Degree,British,White,Scotland,18200.0,No
Male,42,Married,Degree,Scottish,White,Scotland,32500.0,No
Female,45,Married,Degree,British,White,Scotland,3900.0,No
Male,59,Married,ONC/BTEC,Scottish,White,Scotland,18200.0,No
Male,58,Married,GCSE/O Level,British,White,Scotland,13000.0,Yes
Male,74,Widowed,Higher/Sub Degree,British,White,Scotland,7800.0,No
Male,45,Married,GCSE/O Level,Scottish,White,Scotland,24700.0,No
Male,64,Married,No Qualification,Scottish,White,Scotland,13000.0,No
Male,53,Single,Higher/Sub Degree,Scottish,White,Scotland,18200.0,No
Male,40,Married,GCSE/O Level,Scottish,White,Scotland,18200.0,No
Male,30,Married,ONC/BTEC,Scottish,White,Scotland,18200.0,Yes
Male,70,Married,No Qualification,Scottish,White,Scotland,13000.0,No
Female,28,Separated,ONC/BTEC,Scottish,White,Scotland,7800.0,No
Female,78,Widowed,No Qualification,Scottish,White,Scotland,3900.0,No
Male,41,Married,A Levels,Scottish,White,Scotland,24700.0,Yes
Female,69,Divorced,No Qualification,British,White,Scotland,7800.0,No
Male,54,Married,GCSE/O Level,Scottish,White,Scotland,24700.0,No
Male,59,Married,ONC/BTEC,Scottish,White,Scotland,18200.0,Yes
Female,23,Single,GCSE/O Level,Scottish,White,Scotland,7800.0,Yes
Male,40,Married,No Qualification,Scottish,White,Scotland,18200.0,Yes
Male,17,Single,GCSE/O Level,Scottish,White,Scotland,7800.0,Yes
Male,54,Single,No Qualification,British,White,Scotland,7800.0,No
Female,49,Divorced,No Qualification,Scottish,White,Scotland,7800.0,No
Male,55,Married,Higher/Sub Degree,Scottish,White,Scotland,7800.0,Yes
Male,51,Widowed,ONC/BTEC,Scottish,White,Scotland,7800.0,Yes
Female,73,Married,No Qualification,Scottish,White,Scotland,1300.0,No
Female,41,Married,No Qualification,Scottish,White,Scotland,3900.0,No
Female,70,Married,GCSE/O Level,British,White,Scotland,24700.0,No
Female,44,Separated,No Qualification,Scottish,White,Scotland,13000.0,Yes
Male,51,Divorced,No Qualification,Scottish,White,Scotland,1300.0,No
Male,68,Married,Degree,Irish,White,Scotland,32500.0,Yes
Female,75,Separated,No Qualification,Scottish,White,Scotland,3900.0,No
Male,60,Married,No Qualification,Scottish,White,Scotland,7800.0,Yes
Male,56,Married,No Qualification,Scottish,White,Scotland,3900.0,No
Male,64,Widowed,No Qualification,Scottish,White,Scotland,7800.0,No
Female,27,Single,Degree,Scottish,White,Scotland,13000.0,No
Female,73,Widowed,No Qualification,Scottish,White,Scotland,7800.0,Yes
Male,34,Single,GCSE/O Level,Scottish,White,Scotland,18200.0,Yes
Male,47,Married,GCSE/O Level,British,White,Scotland,13000.0,Yes
Male,32,Single,A Levels,Scottish,White,Scotland,13000.0,No
Male,63,Married,No Qualification,British,White,Scotland,18200.0,No
Female,23,Single,Degree,Scottish,White,Scotland,7800.0,No
Female,63,Married,No Qualification,Scottish,White,Scotland,7800.0,No
Female,46,Divorced,A Levels,Scottish,White,Scotland,18200.0,No
Male,48,Single,A Levels,Scottish,White,Scotland,13000.0,No
Male,68,Married,No Qualification,Scottish,White,Scotland,7800.0,No
Male,52,Separated,No Qualification,Scottish,White,Scotland,18200.0,Yes
Female,29,Separated,No Qualification,Scottish,White,Scotland,18200.0,Yes
Female,16,Single,No Qualification,Scottish,White,Scotland,0.0,No
Male,41,Divorced,A Levels,Scottish,White,Scotland,18200.0,No
Female,48,Widowed,No Qualification,Scottish,White,Scotland,7800.0,Yes
Male,24,Single,A Levels,Scottish,White,Scotland,7800.0,No
Male,72,Widowed,No Qualification,Scottish,White,Scotland,7800.0,Yes
Male,45,Married,GCSE/O Level,British,White,Scotland,18200.0,No
Female,28,Married,Degree,British,White,Scotland,32500.0,No
Male,20,Single,A Levels,Scottish,White,Scotland,7800.0,No
Female,69,Widowed,No Qualification,Scottish,White,Scotland,7800.0,No
Female,70,Married,No Qualification,Scottish,White,Scotland,1300.0,No
Male,50,Married,GCSE/CSE,Scottish,White,Scotland,18200.0,Yes
Male,63,Married,A Levels,Scottish,White,Scotland,7800.0,Yes
Male,44,Married,GCSE/O Level,British,White,Scotland,18200.0,No
Female,83,Widowed,No Qualification,Scottish,White,Scotland,7800.0,No
Female,17,Single,GCSE/CSE,Scottish,White,Scotland,7800.0,Yes
Female,61,Married,Other/Sub Degree,Scottish,White,Scotland,7800.0,No
Female,47,Married,GCSE/O Level,Scottish,White,Scotland,7800.0,Yes
Male,57,Married,Degree,Scottish,White,Scotland,32500.0,No
Female,44,Married,GCSE/O Level,Scottish,White,Scotland,7800.0,Yes
Male,52,Single,GCSE/CSE,Irish,White,Scotland,18200.0,Yes
Male,82,Married,No Qualification,Scottish,White,Scotland,7800.0,No
Male,63,Married,A Levels,Scottish,White,Scotland,32500.0,No
Female,72,Separated,No Qualification,Scottish,White,Scotland,3900.0,No
Male,39,Married,Higher/Sub Degree,Scottish,White,Scotland,18200.0,No
Male,16,Single,No Qualification,Scottish,White,Scotland,0.0,No
Female,35,Divorced,Degree,Scottish,White,Scotland,18200.0,No
Female,39,Married,Degree,Scottish,White,Scotland,13000.0,No
Male,56,Separated,No Qualification,Scottish,White,Scotland,0.0,Yes
Female,31,Single,Other/Sub Degree,Scottish,White,Scotland,7800.0,Yes
Male,61,Married,No Qualification,Scottish,White,Scotland,1300.0,No
Male,23,Separated,GCSE/O Level,Scottish,White,Scotland,1300.0,Yes
Male,34,Single,No Qualification,Scottish,White,Scotland,13000.0,Yes
Male,24,Single,Degree,Scottish,White,Scotland,18200.0,No
Male,82,Single,Other/Sub Degree,Scottish,White,Scotland,7800.0,No
Male,27,Married,A Levels,Scottish,White,Scotland,18200.0,No
Female,62,Divorced,GCSE/CSE,Scottish,White,Scotland,3900.0,Yes
Male,39,Married,Higher/Sub Degree,British,White,Scotland,24700.0,No
Male,44,Separated,No Qualification,Scottish,White,Scotland,3900.0,No
Female,43,Single,No Qualification,British,White,Scotland,13000.0,Yes
Male,31,Single,GCSE/O Level,Scottish,White,Scotland,3900.0,Yes
Male,77,Divorced,Other/Sub Degree,English,White,Scotland,7800.0,Yes
Female,20,Single,GCSE/O Level,English,White,Scotland,7800.0,No
Female,81,Widowed,Other/Sub Degree,Scottish,White,Scotland,7800.0,No
Female,31,Single,GCSE/O Level,Scottish,White,Scotland,18200.0,Yes
Female,78,Married,Other/Sub Degree,Scottish,White,Scotland,3900.0,No
Male,35,Married,A Levels,Scottish,White,Scotland,13000.0,No
Female,67,Widowed,No Qualification,Scottish,White,Scotland,1300.0,No
Male,65,Divorced,Other/Sub Degree,Scottish,White,Scotland,13000.0,No
Male,61,Married,Higher/Sub Degree,Scottish,White,Scotland,13000.0,No
Male,24,Single,No Qualification,Scottish,White,Scotland,1300.0,Yes
Male,53,Single,No Qualification,Scottish,White,Scotland,24700.0,No
Female,63,Married,No Qualification,British,White,Scotland,0.0,No
Male,35,Married,No Qualification,Scottish,White,Scotland,13000.0,Yes
Male,78,Widowed,No Qualification,Scottish,White,Scotland,0.0,No
Female,31,Single,Other/Sub Degree,Scottish,White,Scotland,7800.0,No
Male,22,Single,No Qualification,Scottish,White,Scotland,3900.0,No
Female,49,Divorced,Other/Sub Degree,English,White,Scotland,3900.0,Yes
Male,45,Married,Other/Sub Degree,Scottish,White,Scotland,7800.0,No
Female,51,Married,No Qualification,English,White,Scotland,3900.0,Yes
Male,31,Married,Degree,Scottish,White,Scotland,13000.0,No
